ID,Year of Birth,Education Level,Marital Status,Annual Salary,Children at Home,Teenagers at Home,Registration Date,Days Since Last Purchase,Spending on Electronics,Spending on Toys,Spending on Furniture,Spending on Utilities,Spending on Food,Spending on Clothing,Number of Discount Purchases,Number of Web Purchases,Number of Catalog Purchases,Number of Store Purchases,Number of Website Visits per Month,Purchase in Campaign 1,Purchase in Campaign 2,Purchase in Campaign 3,Purchase in Campaign 4,Purchase in Campaign 5,Purchased,Country
6935,1951,,Single,78497.0,0,0,12/01/2020,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,Argentina
5596,1956,,Married,58821.0,0,1,10/04/2020,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,Spain
1044,1953,,Married,58398.0,0,0,5/02/2023,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,Brazil
9274,1961,Master's,Single,80950.0,0,0,03/01/2023,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,Spain
9076,1980,Doctorate,Single,30732.0,1,0,01/05/2020,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,Spain
4947,1966,,Single,89572.0,0,0,9/03/2022,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,1,United States
10176,1968,,Single,57107.0,0,1,8/04/2022,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,1,United States
3507,1970,,Single,76467.0,1,0,8/02/2022,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,1,
9235,1957,,Single,,1,1,5/03/2021,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,Germany
10341,1948,,Married,51315.0,0,0,2/04/2021,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,Brazil
2639,1966,,Single,43602.0,1,1,01/10/2018,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,Spain
6201,1978,,Single,38643.0,1,1,11/07/2023,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,0,United States
7397,1951,,Single,49090.0,0,1,07/01/2023,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,United States
2181,1970,,Single,70617.0,0,0,6/04/2023,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,United States
1204,1970,Doctorate,Single,67536.0,0,1,5/04/2023,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,Spain
1170,1975,,Single,27573.0,1,0,3/04/2023,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,United States
8812,1979,,Divorced,13533.0,1,0,03/10/2020,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,United States
4690,1953,,Single,50725.0,0,1,2/07/2023,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,Chile
1715,1978,,Married,25851.0,1,0,02/11/2020,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,Brazil
10821,1978,,Single,57113.0,1,1,02/06/2020,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,United States
6543,1945,Master's,Married,62847.0,0,0,1/03/2023,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,Chile
7119,1982,,Single,68627.0,0,0,01/12/2018,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,Spain
3518,1983,,Single,25271.0,1,0,12/05/2019,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,Argentina
1245,1966,,Single,63810.0,0,1,11/11/2019,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,United States
2561,1966,,Single,63810.0,0,1,11/11/2019,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,Germany
9624,1958,Doctorate,Married,65488.0,0,0,6/07/2021,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,United States
10509,1955,Master's,Single,36927.0,1,1,06/02/2018,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,
7629,1977,,Single,22108.0,1,1,05/08/2018,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,United States
7875,1949,,Single,72025.0,0,0,4/07/2021,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,1,Brazil
2815,1975,,Single,33183.0,1,0,2/04/2021,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,United States
2936,1982,Master's,Married,23661.0,1,0,12/04/2020,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,Spain
3665,1977,,Married,25315.0,1,0,11/07/2020,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,United States
10888,1961,,Single,45938.0,0,0,11/03/2020,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,
6637,1988,,Single,66951.0,0,0,11/02/2020,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,Argentina
5077,1979,,Married,77298.0,0,1,11/02/2020,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,Chile
6173,1979,,Married,77298.0,0,1,11/02/2020,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,United States
3969,1974,Master's,Married,43018.0,0,1,11/01/2020,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,Germany
4580,1969,,Single,75759.0,0,0,10/04/2023,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,1,Spain
663,1989,Doctorate,Single,33996.0,0,0,09/11/2020,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,United States
8299,1989,Doctorate,Single,33996.0,0,0,09/11/2020,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,Spain
8945,1970,,Divorced,54137.0,0,1,08/01/2023,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,Spain
10870,1967,,Single,61223.0,0,1,6/07/2023,46,709,43,182,42,118,247,2,9,3,4,5,0,0,0,0,0,0,Spain
1184,1968,Doctorate,Divorced,69674.0,0,2,5/04/2023,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,Spain
6141,1972,Master's,Single,49494.0,1,0,4/04/2023,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,Chile
8825,1962,,Married,51195.0,1,1,04/01/2020,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,Spain
2217,1975,,Single,37284.0,1,1,3/07/2023,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,Argentina
4102,1975,,Single,37284.0,1,1,3/07/2023,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,United States
4653,1978,,Married,42011.0,1,0,3/03/2023,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,Spain
10092,1954,,Divorced,70044.0,0,1,02/05/2022,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,United States
5788,1972,,Married,46053.0,1,0,2/02/2023,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,Germany
4669,1981,,Single,24480.0,1,0,02/11/2020,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,Spain
6295,1977,,Single,54233.0,0,1,02/04/2020,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,United States
7453,1954,,Single,36130.0,0,1,02/02/2020,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,1,United States
10841,1975,Doctorate,Married,56559.0,0,1,12/04/2022,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,United States
821,1992,Master's,Single,92859.0,0,0,10/04/2022,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,Chile
3933,1980,,Married,44010.0,1,0,10/07/2022,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,Spain
1225,1963,,Single,80124.0,0,0,6/03/2021,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,Spain
7059,1963,,Single,80124.0,0,0,6/03/2021,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,United States
5633,1980,,Single,50183.0,1,1,6/04/2021,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,Spain
843,1971,,Single,64722.0,1,0,5/03/2021,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,United States
6211,1976,Doctorate,Married,37395.0,1,0,05/02/2018,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,United States
7007,1968,Master's,Single,29543.0,2,0,04/01/2018,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,United States
9671,1968,,Single,19514.0,1,1,1/03/2021,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,1,United States
8975,1968,,Single,19514.0,1,1,1/03/2021,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,United States
6616,1975,,Married,59481.0,0,1,10/04/2023,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,United States
6248,1947,Master's,Single,91712.0,0,0,10/02/2023,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,1,United States
7428,1975,,Married,80144.0,0,0,9/02/2023,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,Brazil
3075,1972,Doctorate,Single,59973.0,0,0,09/11/2020,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,United States
2937,1974,Doctorate,Single,68352.0,0,1,08/01/2023,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,Chile
203,1975,Master's,Single,81169.0,0,0,4/02/2023,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,United States
2021,1975,,Single,61456.0,0,1,3/03/2023,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,United States
880,1966,,Married,22634.0,0,0,01/01/2023,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,United States
524,1966,,Married,22634.0,0,0,01/01/2023,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,Brazil
10837,1975,,Single,23957.0,1,0,10/03/2022,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,1,Chile
7011,1973,,Single,33471.0,1,0,10/04/2019,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,Spain
4184,1950,Doctorate,Married,52157.0,0,1,06/07/2018,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,United States
7679,1985,Doctorate,Single,30298.0,0,0,5/04/2021,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,United States
7485,1950,Doctorate,Divorced,56551.0,1,1,05/07/2018,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,Spain
7530,1950,Doctorate,Divorced,56551.0,1,1,05/07/2018,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,United States
4369,1957,Master's,Married,65487.0,0,0,01/10/2018,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,Chile
10652,1957,Master's,Married,65487.0,0,0,01/10/2018,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,Chile
286,1952,,Single,44213.0,1,1,11/07/2023,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,United States
5922,1974,Doctorate,Single,40344.0,0,1,10/07/2023,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,United States
7250,1978,,Married,57867.0,1,0,10/01/2020,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,Chile
2478,1973,,Single,25410.0,1,0,8/08/2023,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,United States
1160,1970,,Single,13260.0,1,1,8/04/2023,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,United States
9214,1991,,Single,42691.0,0,0,08/01/2023,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,United States
273,1970,Master's,Single,36138.0,1,1,07/01/2023,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,Germany
851,1972,Master's,Single,57136.0,1,1,07/09/2020,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,Chile
9729,1955,,Divorced,58275.0,1,1,06/02/2020,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,Germany
9665,1957,Doctorate,Divorced,54237.0,0,1,4/03/2023,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,Spain
2620,1974,Doctorate,Single,34596.0,1,0,4/07/2023,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,1,Spain
8254,1974,Doctorate,Single,34596.0,1,0,4/07/2023,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,Germany
3852,1961,Master's,Married,74881.0,1,1,03/08/2020,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,Argentina
1000,1961,Master's,Married,74881.0,1,1,03/08/2020,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,United States
3099,1970,,Divorced,44267.0,1,1,2/04/2023,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,United States
6318,1988,,Single,68487.0,0,0,1/07/2023,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,Chile
5396,1988,,Single,68487.0,0,0,1/07/2023,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,Brazil
7966,1959,,Single,80982.0,1,1,01/08/2020,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,0,United States
454,1980,,Married,69508.0,1,0,11/02/2022,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,Spain
309,1961,Doctorate,Married,63342.0,0,1,10/03/2022,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,Spain
3571,1961,Doctorate,Married,63342.0,0,1,10/03/2022,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,1,United States
8395,1961,,Single,82014.0,0,0,8/04/2022,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,1,Spain
2591,1959,,Divorced,76320.0,0,1,6/04/2021,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,
1640,1954,,Divorced,64587.0,1,1,6/04/2021,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,United States
810,1975,,Single,74190.0,0,1,05/11/2018,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,United States
9423,1979,Master's,Single,32765.0,1,0,2/04/2021,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,United States
4345,1964,,Single,76555.0,1,1,01/11/2018,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,Brazil
89,1975,,Single,22212.0,1,0,12/09/2020,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,Spain
5294,1989,,Single,18358.0,1,0,11/05/2022,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,United States
1321,1974,,Single,26067.0,1,0,11/04/2020,49,22,2,18,0,2,12,3,3,0,3,8,0,0,0,0,0,0,Chile
2686,1969,,Married,22390.0,0,0,10/01/2023,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,Brazil
1215,1978,,Married,70440.0,0,0,10/08/2020,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,United States
9283,1978,,Single,60199.0,1,2,09/11/2020,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,Chile
3120,1981,,Married,38547.0,1,0,08/01/2023,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,0,Chile
5868,1980,,Single,19107.0,1,0,8/04/2023,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,Chile
8143,1985,Doctorate,Single,37929.0,0,0,7/02/2023,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,1,United States
3479,1950,,Single,16813.0,0,0,07/01/2023,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,Chile
7214,1957,,Single,62187.0,0,0,07/05/2020,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,United States
5543,1966,,Married,57811.0,0,1,06/01/2023,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,United States
9347,1956,Master's,Married,50943.0,0,1,06/01/2023,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,United States
10160,1956,Master's,Married,50943.0,0,1,06/01/2023,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,United States
1406,1975,,Single,53201.0,1,1,02/12/2020,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,United States
7019,1963,,Married,54414.0,1,1,1/04/2023,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,Spain
2157,1972,,Married,26290.0,1,1,01/12/2020,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,Chile
8939,1959,,Divorced,61250.0,0,1,12/03/2022,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,United States
10250,1947,,Married,28389.0,0,0,11/04/2022,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,United States
1272,1965,Master's,Single,55250.0,0,1,10/04/2022,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,Brazil
3007,1966,,Married,37758.0,1,1,10/04/2019,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,Argentina
5513,1966,,Married,37758.0,1,1,10/04/2019,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,United States
679,1957,Doctorate,Single,37633.0,1,1,9/04/2022,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,United States
8876,1963,Doctorate,Married,33629.0,1,1,08/08/2019,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,United States
10827,1967,Doctorate,Single,36947.0,1,1,08/07/2019,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,Brazil
7300,1952,,Divorced,69142.0,0,1,6/07/2021,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,Argentina
4268,1959,,Single,53154.0,0,1,06/09/2018,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,
4603,1960,Doctorate,Single,65695.0,0,1,1/08/2021,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,United States
8659,1952,Doctorate,Married,69805.0,0,1,1/04/2021,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,Germany
10708,1978,,Single,36975.0,1,0,12/01/2023,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,United States
1176,1973,,Single,26228.0,1,0,9/04/2023,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,United States
10380,1972,Master's,Single,37787.0,1,0,09/05/2022,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,Argentina
7037,1974,Doctorate,Single,37087.0,1,0,08/11/2020,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,Spain
11096,1952,,Married,57247.0,0,1,08/08/2020,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,United States
6374,1954,Doctorate,Single,36930.0,0,1,5/02/2023,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,United States
5552,1963,Master's,Divorced,48721.0,1,1,5/07/2023,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,Spain
2245,1969,Master's,Single,43641.0,1,1,4/04/2023,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,United States
6200,1951,,Single,75903.0,0,1,04/08/2020,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,United States
9904,1956,,Single,71391.0,0,1,3/07/2023,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,Chile
10031,1976,Doctorate,Single,16927.0,1,1,02/10/2020,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,Spain
6642,1961,,Divorced,27215.0,2,1,1/04/2023,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,Spain
10882,1976,,Single,53858.0,0,1,11/09/2019,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,United States
5636,1963,,Single,30983.0,0,0,11/09/2019,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,1,Argentina
8692,1952,,Married,43462.0,1,1,09/12/2019,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,United States
8091,1956,,Single,63943.0,0,1,09/02/2019,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,Argentina
8080,1986,,Single,26816.0,0,0,8/02/2022,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,0,Argentina
8370,1976,,Married,75484.0,0,1,08/02/2019,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,Chile
4550,1966,Master's,Married,33564.0,0,1,6/04/2021,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,United States
3381,1953,Master's,Single,54348.0,1,1,06/08/2018,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,Chile
10556,1959,,Single,54984.0,0,1,5/04/2021,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,United States
9467,1984,,Single,34738.0,1,0,05/11/2018,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,United States
2891,1963,,Divorced,68118.0,0,1,10/05/2022,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,
5011,1963,,Divorced,68118.0,0,1,10/05/2022,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,United States
8140,1973,,Married,22682.0,1,0,10/03/2020,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,Brazil
11039,1975,,Single,51948.0,0,1,9/02/2023,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,United States
78,1969,,Single,25293.0,1,0,9/03/2023,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,United States
5517,1969,,Single,25293.0,1,0,9/03/2023,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,Brazil
5290,1964,Doctorate,Single,41551.0,1,1,8/02/2023,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,Chile
4128,1962,Doctorate,Married,56067.0,0,1,07/05/2022,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,Spain
8534,1952,,Single,67433.0,0,2,07/01/2023,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,United States
9592,1983,,Married,22010.0,1,0,6/02/2023,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,United States
8957,1952,,Single,64831.0,1,1,06/10/2020,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,Spain
9308,1954,,Single,62820.0,0,0,05/11/2020,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,Spain
544,1954,,Single,62820.0,0,0,05/11/2020,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,United States
5989,1959,,Divorced,78353.0,0,1,04/01/2023,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,Chile
635,1966,Master's,Single,57183.0,1,1,03/01/2023,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,United States
6673,1965,,Single,23478.0,0,0,03/01/2023,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,
1710,1978,,Single,30168.0,1,0,03/07/2020,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,United States
523,1989,,Single,37155.0,1,0,1/08/2023,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,United States
8977,1985,,Single,16581.0,0,0,01/12/2020,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,United States
9736,1980,,Single,41850.0,1,1,12/04/2022,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,
1544,1967,Master's,Divorced,81380.0,0,0,12/04/2022,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,Chile
6575,1981,,Married,56386.0,1,1,10/08/2022,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,Spain
6147,1971,,Divorced,25818.0,1,0,10/04/2022,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,Germany
6354,1984,,Married,15345.0,1,0,8/08/2022,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,United States
4769,1977,Master's,Married,57954.0,1,1,6/04/2021,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,United States
7540,1952,,Single,50300.0,0,1,5/04/2021,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,United States
5247,1955,Doctorate,Single,38725.0,1,1,05/10/2018,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,United States
5987,1989,,Married,10404.0,1,0,05/04/2018,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,United States
9960,1991,,Single,26868.0,1,0,4/02/2021,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,Spain
10972,1949,,Divorced,72298.0,0,0,03/10/2018,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,United States
1399,1958,,Single,72905.0,0,0,1/04/2021,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,United States
2698,1976,,Single,47025.0,0,1,11/07/2020,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,
6340,1985,,Single,29938.0,1,0,10/03/2023,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,Spain
4107,1948,Doctorate,Married,46681.0,0,2,10/08/2020,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,United States
10906,1948,Doctorate,Married,46681.0,0,2,10/08/2020,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,Spain
2557,1970,Master's,Single,29548.0,1,0,8/07/2023,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,United States
8786,1956,Master's,Single,62058.0,0,1,5/03/2023,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,Germany
7187,1969,Master's,Married,,1,1,05/05/2022,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,Brazil
6119,1963,Doctorate,Single,36736.0,1,1,05/10/2020,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,United States
2980,1952,Master's,Single,8820.0,1,1,3/04/2023,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,Chile
3850,1963,,Married,14918.0,0,1,12/07/2019,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,Argentina
1077,1974,,Married,56715.0,0,0,12/05/2019,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,United States
9733,1978,,Married,24882.0,1,0,09/09/2019,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,Argentina
8462,1978,,Married,24882.0,1,0,09/09/2019,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,United States
4764,1952,Master's,Married,40442.0,1,1,8/04/2022,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,Spain
2223,1965,,Divorced,64176.0,0,1,08/03/2019,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,United States
